restaurant_id,product_name,product_unit_price,bought_product_quantity,date,category,product_key,is_zero_quantity
49,British Bacon,6.15,1.0,2022-10-05,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-03,uncertain,british bacon,False
49,British Bacon,6.15,2.0,2022-10-09,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-13,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-16,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-12,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-12,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-10,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-19,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-23,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-23,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-18,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-29,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-11-01,uncertain,british bacon,False
49,British Bacon,6.15,2.0,2022-11-02,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-11-01,uncertain,british bacon,False
49,British Bacon,6.15,1.0,2022-10-31,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-13,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-07,uncertain,british bacon,False
49,British Bacon,6.25,2.0,2022-11-18,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-20,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-19,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-24,uncertain,british bacon,False
49,British Bacon,6.25,1.0,2022-11-21,uncertain,british bacon,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-15,uncertain,british bacon gluten free,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-15,uncertain,british bacon gluten free,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-18,uncertain,british bacon gluten free,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-20,uncertain,british bacon gluten free,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-20,uncertain,british bacon gluten free,False
49,British Bacon Gluten Free,6.75,1.0,2022-11-26,uncertain,british bacon gluten free,False
49,Brownie,2.3,1.0,2022-10-03,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-06,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-05,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-04,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-07,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-13,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-18,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-20,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-29,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-24,dessert,brownie,False
49,Brownie,2.3,1.0,2022-10-30,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-02,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-09,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-09,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-11,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-20,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-16,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-26,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-27,dessert,brownie,False
49,Brownie,2.3,1.0,2022-11-27,dessert,brownie,False
49,Cerveza Estrella Damm 33cl.,2.6,1.0,2022-10-07,drink,cerveza estrella damm 33cl.,False
49,Cerveza Estrella Damm 33cl.,2.6,2.0,2022-10-16,drink,cerveza estrella damm 33cl.,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-07,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-06,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-07,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-06,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-03,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-04,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-03,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-08,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-12,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-13,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,2.0,2022-10-13,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-10,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,2.0,2022-10-20,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-30,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-24,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-29,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-10-25,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-06,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-02,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-02,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-11,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-13,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-07,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-08,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-25,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-21,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-27,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-27,dessert,cheese cake oreo,False
49,Cheese Cake Oreo,2.5,1.0,2022-11-25,dessert,cheese cake oreo,False
49,Cola-Cao Energy,1.5,1.0,2022-10-03,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,2.0,2022-10-28,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,1.0,2022-10-29,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,1.0,2022-10-28,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,1.0,2022-10-24,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,1.0,2022-11-11,drink,cola-cao energy,False
49,Cola-Cao Energy,1.5,1.0,2022-11-27,drink,cola-cao energy,False
49,Combo FÜN Fritas 1 pax,11.95,1.0,2022-10-07,entree,combo fün fritas 1 pax,False
49,Combo FÜN Fritas 1 pax,11.95,1.0,2022-10-20,entree,combo fün fritas 1 pax,False
49,Combo FÜN Fritas 1 pax,11.95,1.0,2022-11-06,entree,combo fün fritas 1 pax,False
49,Combo FÜN Fritas Picapica  2 pax,19.45,1.0,2022-10-16,entree,combo fün fritas picapica 2 pax,False
49,Combo FÜN Fritas Picapica  2 pax,19.65,1.0,2022-11-16,entree,combo fün fritas picapica 2 pax,False
49,Combo FÜN Picapica 1 pax,11.95,1.0,2022-10-06,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 1 pax,11.95,1.0,2022-10-28,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 1 pax,11.95,1.0,2022-11-05,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 1 pax,11.95,1.0,2022-11-05,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 1 pax,12.95,1.0,2022-11-10,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 1 pax,12.95,1.0,2022-11-20,uncertain,combo fün picapica 1 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-09,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-06,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-07,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-13,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-13,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-12,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-29,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-30,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-25,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-30,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-31,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-06,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-01,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-31,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-01,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-10-31,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-15,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-25,uncertain,combo fün picapica 2 pax,False
49,Combo FÜN Picapica 2 pax,19.95,1.0,2022-11-25,uncertain,combo fün picapica 2 pax,False
49,Crujiente De Bacon,7.9,1.0,2022-10-09,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-06,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-06,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-06,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-05,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-04,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-09,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-12,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-10,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,2.0,2022-10-12,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-13,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,2.0,2022-10-13,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-10,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-16,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-21,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-20,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-21,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-18,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-10-18,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,2.0,2022-10-28,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-11-01,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-11-01,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-11-04,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,7.9,1.0,2022-11-04,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-11,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-10,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-15,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-14,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-16,appetizer,crujiente de bacon,False
49,Crujiente De Bacon,8.25,1.0,2022-11-16,appetizer,crujiente de bacon,False
49,Crujiente de Heüra vegan,8.8,1.0,2022-11-12,uncertain,crujiente de heüra vegan,False
49,Crujiente de Heüra vegan,8.8,1.0,2022-11-24,uncertain,crujiente de heüra vegan,False
49,Ensalada Mediterránea,7.0,1.0,2022-10-25,side,ensalada mediterránea,False
49,Ensalada Mediterránea,7.0,1.0,2022-10-25,side,ensalada mediterránea,False
49,Ensalada Mediterránea con heura veggie,7.1,1.0,2022-10-09,side,ensalada mediterránea con heura veggie,False
49,Ensalada Pasta,7.0,1.0,2022-10-04,side,ensalada pasta,False
49,Ensalada Pasta,7.0,1.0,2022-10-19,side,ensalada pasta,False
49,Ensalada Pasta,7.0,1.0,2022-10-30,side,ensalada pasta,False
49,Ensalada Pasta,7.0,2.0,2022-11-01,side,ensalada pasta,False
49,Ensalada Quinoa,7.0,1.0,2022-11-05,side,ensalada quinoa,False
49,Ensalada Verde,2.95,2.0,2022-10-26,side,ensalada verde,False
49,Ensalada Verde,2.95,1.0,2022-11-20,side,ensalada verde,False
49,Ensalada Verde,2.95,1.0,2022-11-16,side,ensalada verde,False
49,Ensalada quinoa con heura vegan,7.1,1.0,2022-10-23,side,ensalada quinoa con heura vegan,False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-08,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-05,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-05,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-03,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-08,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-11,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-12,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-12,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-10,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-16,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-13,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-16,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-10,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-19,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-20,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-20,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-19,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-21,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-19,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-17,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-18,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-26,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-28,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-10-24,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-04,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-01,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-06,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-12,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-12,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-10,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-09,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-13,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-13,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-10,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,2.0,2022-11-13,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,2.0,2022-11-13,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-11,appetizer,fingers mozzarella (5 uds.),False
49,Fingers Mozzarella (5 uds.),2.5,1.0,2022-11-11,appetizer,fingers mozzarella (5 uds.),False
