restaurant_id,date,price_index,component_id,anchor,n_obs
2,2022-10-15,7.202981994487952,0,entree_mean,14
2,2022-10-16,7.191034184540706,0,entree_mean,19
2,2022-10-18,7.183730490935613,0,entree_mean,9
2,2022-10-19,7.254139801923188,0,entree_mean,3
2,2022-10-20,7.194801710056479,0,entree_mean,9
2,2022-10-21,7.144286998641152,0,entree_mean,1
2,2022-10-22,7.240450439234884,0,entree_mean,11
2,2022-10-23,7.148622621691248,0,entree_mean,5
2,2022-10-25,7.208201769838101,0,entree_mean,7
2,2022-10-26,7.121963387301758,0,entree_mean,4
2,2022-10-27,7.1916251046973905,0,entree_mean,10
2,2022-10-28,7.216883438564483,0,entree_mean,18
2,2022-10-29,7.186742686319578,0,entree_mean,4
2,2022-10-30,7.190842150451802,0,entree_mean,15
2,2022-11-01,7.222518755320186,0,entree_mean,20
2,2022-11-03,7.213515223974551,0,entree_mean,10
2,2022-11-04,7.238633163531588,0,entree_mean,13
2,2022-11-05,7.216518489053557,0,entree_mean,15
2,2022-11-06,7.1940378329978145,0,entree_mean,14
2,2022-11-08,7.155750142704047,0,entree_mean,2
2,2022-11-09,7.634867984194676,0,entree_mean,7
2,2022-11-10,7.637025017657823,0,entree_mean,6
2,2022-11-11,7.627606186084188,0,entree_mean,13
2,2022-11-12,7.663933392026013,0,entree_mean,8
2,2022-11-13,7.561279938009816,0,entree_mean,16
2,2022-11-15,7.5130530669484,0,entree_mean,2
2,2022-11-16,7.4882235113514195,0,entree_mean,5
2,2022-11-17,7.621986670067463,0,entree_mean,1
2,2022-11-18,7.631995750370636,0,entree_mean,6
2,2022-11-19,7.88052560766629,0,entree_mean,5
2,2022-11-20,7.531774237820825,0,entree_mean,13
2,2022-11-22,7.5579023428179255,0,entree_mean,4
2,2022-11-24,7.681233943603425,0,entree_mean,1
2,2022-11-25,7.589843663708891,0,entree_mean,10
2,2022-11-26,7.495086805570522,0,entree_mean,6
2,2022-11-27,7.708398976108483,0,entree_mean,8
3,2022-10-03,6.259249832921591,0,entree_mean,10
3,2022-10-04,6.259547119035098,0,entree_mean,7
3,2022-10-05,6.258724628470312,0,entree_mean,5
3,2022-10-06,6.259535163815853,0,entree_mean,13
3,2022-10-07,6.259377246030751,0,entree_mean,5
3,2022-10-08,6.259212595983456,0,entree_mean,14
3,2022-10-09,6.259439743052764,0,entree_mean,14
3,2022-10-10,6.259443422764653,0,entree_mean,2
3,2022-10-11,6.258617386526795,0,entree_mean,11
3,2022-10-12,6.2597555777911005,0,entree_mean,21
3,2022-10-13,6.258712869979064,0,entree_mean,7
3,2022-10-14,6.258572781112861,0,entree_mean,28
3,2022-10-15,6.258863337253126,0,entree_mean,14
3,2022-10-16,6.258073116570292,0,entree_mean,12
3,2022-10-17,6.258788952306042,0,entree_mean,8
3,2022-10-18,6.252450782634198,0,entree_mean,4
3,2022-10-19,6.258836600478388,0,entree_mean,11
3,2022-10-20,6.2587716750396165,0,entree_mean,14
3,2022-10-21,6.258007754434322,0,entree_mean,11
3,2022-10-22,6.255231516423741,0,entree_mean,4
3,2022-10-23,6.258264154969575,0,entree_mean,10
3,2022-10-24,6.260753254749594,0,entree_mean,5
3,2022-10-25,6.250935848313211,0,entree_mean,2
3,2022-10-26,6.2571820043078015,0,entree_mean,15
3,2022-10-27,6.255736620447113,0,entree_mean,15
3,2022-10-28,6.25881222463821,0,entree_mean,9
3,2022-10-29,6.25862077212859,0,entree_mean,6
3,2022-10-30,6.258220741958295,0,entree_mean,10
3,2022-10-31,6.259168358491662,0,entree_mean,14
3,2022-11-01,6.258018117013516,0,entree_mean,16
3,2022-11-02,6.2582256786103665,0,entree_mean,21
3,2022-11-03,6.256971784338265,0,entree_mean,6
3,2022-11-04,6.260637943863846,0,entree_mean,10
3,2022-11-05,6.260398981769421,0,entree_mean,6
3,2022-11-06,6.258626702268003,0,entree_mean,21
3,2022-11-07,6.258297732015027,0,entree_mean,5
3,2022-11-08,6.15202548141298,0,entree_mean,5
3,2022-11-09,6.259481271240665,0,entree_mean,6
3,2022-11-10,6.258871436559305,0,entree_mean,9
3,2022-11-11,6.258996369579916,0,entree_mean,11
3,2022-11-12,6.258912444584934,0,entree_mean,6
3,2022-11-13,6.2589321578025165,0,entree_mean,13
3,2022-11-14,6.260251785431568,0,entree_mean,13
3,2022-11-15,6.258882668399325,0,entree_mean,9
3,2022-11-16,6.258637423776173,0,entree_mean,10
3,2022-11-17,6.258491996072159,0,entree_mean,11
3,2022-11-18,6.261278662997169,0,entree_mean,8
3,2022-11-19,6.32217325779283,0,entree_mean,8
3,2022-11-20,6.259216738671967,0,entree_mean,13
3,2022-11-21,6.258739906109899,0,entree_mean,6
3,2022-11-22,6.259453800401957,0,entree_mean,13
3,2022-11-23,6.259931962552141,0,entree_mean,8
3,2022-11-24,6.257400083612746,0,entree_mean,15
3,2022-11-25,6.258968979566764,0,entree_mean,6
3,2022-11-26,6.258624683861099,0,entree_mean,16
3,2022-11-27,6.258849140141065,0,entree_mean,20
4,2022-10-04,8.222402565386611,0,entree_mean,32
4,2022-10-05,8.2436765074791,0,entree_mean,12
4,2022-10-06,8.250960039586966,0,entree_mean,8
4,2022-10-07,8.253543230429091,0,entree_mean,3
4,2022-10-08,8.1906153755741,0,entree_mean,11
4,2022-10-09,8.241909242739096,0,entree_mean,45
4,2022-10-11,8.17404088094128,0,entree_mean,19
4,2022-10-12,8.24190981142305,0,entree_mean,32
4,2022-10-13,8.192711114431809,0,entree_mean,13
4,2022-10-14,8.238259565681117,0,entree_mean,13
4,2022-10-15,8.216348458054963,0,entree_mean,23
4,2022-10-16,8.245755547990548,0,entree_mean,25
4,2022-10-18,8.236893470688395,0,entree_mean,2
4,2022-10-19,8.236522357760103,0,entree_mean,3
4,2022-10-20,8.233710534264103,0,entree_mean,10
4,2022-10-21,8.234490169207064,0,entree_mean,8
4,2022-10-22,8.242094331494952,0,entree_mean,17
4,2022-10-23,8.242642179618086,0,entree_mean,29
4,2022-10-25,8.244986964698738,0,entree_mean,17
4,2022-10-26,8.242599311119239,0,entree_mean,13
4,2022-10-27,8.240127388053741,0,entree_mean,9
4,2022-10-28,8.236991192417783,0,entree_mean,14
4,2022-10-29,8.241185868163255,0,entree_mean,17
4,2022-10-30,8.243523945329162,0,entree_mean,38
4,2022-11-01,8.22587745912592,0,entree_mean,40
4,2022-11-02,8.19668771201607,0,entree_mean,13
4,2022-11-03,8.240565386812106,0,entree_mean,3
4,2022-11-04,8.242904494731768,0,entree_mean,23
4,2022-11-05,8.246063179376154,0,entree_mean,15
4,2022-11-06,8.244268421424525,0,entree_mean,40
4,2022-11-08,8.199570807506412,0,entree_mean,15
4,2022-11-09,8.243303086277924,0,entree_mean,22
4,2022-11-10,8.201448106593427,0,entree_mean,16
4,2022-11-11,8.204225239808103,0,entree_mean,16
4,2022-11-12,8.243287041762006,0,entree_mean,9
4,2022-11-13,8.219513007526484,0,entree_mean,29
4,2022-11-15,8.24191414796221,0,entree_mean,22
4,2022-11-16,8.242580193456847,0,entree_mean,4
4,2022-11-17,8.240653416602761,0,entree_mean,24
4,2022-11-18,8.244842432568044,0,entree_mean,6
4,2022-11-19,8.240970568925041,0,entree_mean,20
4,2022-11-20,8.22550311590476,0,entree_mean,36
4,2022-11-22,8.239692002228708,0,entree_mean,18
4,2022-11-23,8.24216806717292,0,entree_mean,5
4,2022-11-24,8.241376066308305,0,entree_mean,17
4,2022-11-25,8.240220239357756,0,entree_mean,15
4,2022-11-26,8.362614132375743,0,entree_mean,32
4,2022-11-27,8.327512573414827,0,entree_mean,48
5,2022-10-03,26.42941176470594,0,entree_mean,11
5,2022-10-04,26.429411764705975,0,entree_mean,20
5,2022-10-05,26.42941176470601,0,entree_mean,2
5,2022-10-06,26.429411764705925,0,entree_mean,17
5,2022-10-07,26.42941176470587,0,entree_mean,17
5,2022-10-08,26.429411764705893,0,entree_mean,11
5,2022-10-09,26.429411764705975,0,entree_mean,29
5,2022-10-10,26.429411764705986,0,entree_mean,9
5,2022-10-11,26.429411764705915,0,entree_mean,9
5,2022-10-12,26.429411764705964,0,entree_mean,41
5,2022-10-13,26.429411764705968,0,entree_mean,10
5,2022-10-14,26.429411764705915,0,entree_mean,11
5,2022-10-15,26.429411764705875,0,entree_mean,9
5,2022-10-16,26.429411764705968,0,entree_mean,18
5,2022-10-17,26.429411764705893,0,entree_mean,11
5,2022-10-18,26.429411764705907,0,entree_mean,5
5,2022-10-20,26.429411764705904,0,entree_mean,11
5,2022-10-21,26.429411764705947,0,entree_mean,3
5,2022-10-22,26.429411764705932,0,entree_mean,9
5,2022-10-23,26.42941176470588,0,entree_mean,14
5,2022-10-24,26.429411764705964,0,entree_mean,12
5,2022-10-25,26.42941176470595,0,entree_mean,5
5,2022-10-26,26.429411764705982,0,entree_mean,1
5,2022-10-27,26.42941176470602,0,entree_mean,4
5,2022-10-28,26.429411764705893,0,entree_mean,17
5,2022-10-29,26.429411764705982,0,entree_mean,21
5,2022-10-30,26.429411764705904,0,entree_mean,17
5,2022-10-31,26.429411764705932,0,entree_mean,18
5,2022-11-01,26.429411764705897,0,entree_mean,20
5,2022-11-02,26.42941176470601,0,entree_mean,17
5,2022-11-03,26.429411764705854,0,entree_mean,6
5,2022-11-04,26.42941176470578,0,entree_mean,1
5,2022-11-05,26.429411764705847,0,entree_mean,9
5,2022-11-06,26.42941176470578,0,entree_mean,16
5,2022-11-07,26.429411764705968,0,entree_mean,8
5,2022-11-08,26.42941176470593,0,entree_mean,4
5,2022-11-09,26.429411764705957,0,entree_mean,4
5,2022-11-10,26.42941176470595,0,entree_mean,4
5,2022-11-11,26.4294117647061,0,entree_mean,5
5,2022-11-12,26.42941176470585,0,entree_mean,12
5,2022-11-13,26.429411764705936,0,entree_mean,15
5,2022-11-14,26.42941176470587,0,entree_mean,1
5,2022-11-15,26.429411764705847,0,entree_mean,3
5,2022-11-16,26.429411764705897,0,entree_mean,1
5,2022-11-17,26.429411764705858,0,entree_mean,5
5,2022-11-18,26.42941176470583,0,entree_mean,6
5,2022-11-19,26.429411764705925,0,entree_mean,11
5,2022-11-20,26.429411764705993,0,entree_mean,16
5,2022-11-21,26.429411764705925,0,entree_mean,10
5,2022-11-22,26.42941176470583,0,entree_mean,5
6,2022-10-03,5.768749999999997,0,entree_mean,5
6,2022-10-04,5.768749999999997,0,entree_mean,6
6,2022-10-05,5.7687500000000025,0,entree_mean,8
6,2022-10-06,5.768750000000014,0,entree_mean,3
6,2022-10-07,5.768750000000021,0,entree_mean,2
6,2022-10-08,5.768750000000006,0,entree_mean,4
6,2022-10-09,5.768750000000028,0,entree_mean,5
6,2022-10-10,5.768749999999993,0,entree_mean,11
6,2022-10-11,5.768750000000023,0,entree_mean,5
6,2022-10-12,5.768750000000047,0,entree_mean,2
6,2022-10-13,5.768750000000017,0,entree_mean,2
6,2022-10-14,5.768750000000003,0,entree_mean,12
6,2022-10-15,5.768750000000001,0,entree_mean,5
6,2022-10-16,5.768750000000033,0,entree_mean,5
6,2022-10-17,5.768750000000001,0,entree_mean,5
6,2022-10-18,5.76875000000002,0,entree_mean,8
6,2022-10-20,5.768750000000023,0,entree_mean,5
6,2022-10-21,5.76875,0,entree_mean,4
6,2022-10-22,5.7687499999999865,0,entree_mean,16
6,2022-10-23,5.768750000000014,0,entree_mean,3
6,2022-10-24,5.7687500000000265,0,entree_mean,2
6,2022-10-25,5.768750000000014,0,entree_mean,3
6,2022-10-26,5.768750000000026,0,entree_mean,2
6,2022-10-28,5.768750000000011,0,entree_mean,10
6,2022-10-29,5.768749999999998,0,entree_mean,1
6,2022-10-30,5.768749999999998,0,entree_mean,2
6,2022-10-31,5.768749999999997,0,entree_mean,5
6,2022-11-01,5.7687500000000025,0,entree_mean,4
6,2022-11-02,5.768749999999998,0,entree_mean,4
6,2022-11-03,5.768749999999994,0,entree_mean,11
6,2022-11-04,5.768749999999996,0,entree_mean,7
6,2022-11-05,5.76874999999999,0,entree_mean,6
6,2022-11-06,5.7687500000000025,0,entree_mean,20
6,2022-11-07,5.768749999999983,0,entree_mean,3
6,2022-11-08,5.768750000000006,0,entree_mean,5
6,2022-11-09,5.7687499999999865,0,entree_mean,3
6,2022-11-10,5.768749999999992,0,entree_mean,3
6,2022-11-11,5.768750000000005,0,entree_mean,2
6,2022-11-12,5.768750000000015,0,entree_mean,11
6,2022-11-13,5.768750000000006,0,entree_mean,7
6,2022-11-14,5.768749999999992,0,entree_mean,4
6,2022-11-15,5.76875,0,entree_mean,3
6,2022-11-16,5.768750000000003,0,entree_mean,5
6,2022-11-17,5.7687499999999945,0,entree_mean,10
6,2022-11-18,5.7687500000000025,0,entree_mean,4
6,2022-11-19,5.768750000000011,0,entree_mean,1
6,2022-11-20,5.768749999999987,0,entree_mean,9
6,2022-11-21,5.768749999999992,0,entree_mean,2
6,2022-11-22,5.768750000000009,0,entree_mean,4
6,2022-11-23,5.768750000000008,0,entree_mean,4
6,2022-11-24,5.768749999999985,0,entree_mean,8
6,2022-11-26,5.768750000000005,0,entree_mean,4
6,2022-11-27,5.7687500000000025,0,entree_mean,17
7,2022-11-22,14.449999999999966,0,entree_mean,9
7,2022-11-23,14.449999999999937,0,entree_mean,28
7,2022-11-24,14.449999999999905,0,entree_mean,30
7,2022-11-25,14.449999999999866,0,entree_mean,52
7,2022-11-26,14.449999999999863,0,entree_mean,54
7,2022-11-27,14.44999999999984,0,entree_mean,68
8,2022-10-03,10.76285714285693,0,entree_mean,5
8,2022-10-04,10.762857142857131,0,entree_mean,11
8,2022-10-05,10.762857142857223,0,entree_mean,19
8,2022-10-06,10.762857142857296,0,entree_mean,15
8,2022-10-07,10.7628571428572,0,entree_mean,7
8,2022-10-08,10.762857142857188,0,entree_mean,6
8,2022-10-09,10.762857142857186,0,entree_mean,15
8,2022-10-10,10.762857142857095,0,entree_mean,3
8,2022-10-11,10.762857142857158,0,entree_mean,11
8,2022-10-12,10.762857142857138,0,entree_mean,10
8,2022-10-13,10.762857142857191,0,entree_mean,12
8,2022-10-14,10.762857142856992,0,entree_mean,29
8,2022-10-15,10.762857142857177,0,entree_mean,19
8,2022-10-16,10.762857142857202,0,entree_mean,26
8,2022-10-17,10.76285714285713,0,entree_mean,2
8,2022-10-18,10.762857142857227,0,entree_mean,8
8,2022-10-19,10.76285714285718,0,entree_mean,11
8,2022-10-20,10.762857142857243,0,entree_mean,30
8,2022-10-21,10.762857142857284,0,entree_mean,20
8,2022-10-22,10.76285714285714,0,entree_mean,25
8,2022-10-23,10.762857142857145,0,entree_mean,22
8,2022-10-24,10.762857142857126,0,entree_mean,7
8,2022-10-25,10.762857142857028,0,entree_mean,3
8,2022-10-26,10.762857142857177,0,entree_mean,15
8,2022-10-27,10.762857142857138,0,entree_mean,14
8,2022-10-28,10.762857142857147,0,entree_mean,21
8,2022-10-29,10.76285714285722,0,entree_mean,19
8,2022-10-30,10.762857142857074,0,entree_mean,20
8,2022-10-31,10.762857142857147,0,entree_mean,17
8,2022-11-01,10.762857142857227,0,entree_mean,5
8,2022-11-02,10.762857142857092,0,entree_mean,14
8,2022-11-03,10.762857142857195,0,entree_mean,17
8,2022-11-04,10.762857142857147,0,entree_mean,23
8,2022-11-05,10.762857142857253,0,entree_mean,21
8,2022-11-06,10.762857142857088,0,entree_mean,23
8,2022-11-08,10.762857142857083,0,entree_mean,3
8,2022-11-09,10.762857142857055,0,entree_mean,4
8,2022-11-10,10.762857142857118,0,entree_mean,15
8,2022-11-11,10.762857142857154,0,entree_mean,20
8,2022-11-12,10.762857142857165,0,entree_mean,17
8,2022-11-13,10.762857142857126,0,entree_mean,20
8,2022-11-14,10.762857142856971,0,entree_mean,3
8,2022-11-15,10.762857142857198,0,entree_mean,7
8,2022-11-16,10.76285714285716,0,entree_mean,5
8,2022-11-17,10.762857142857145,0,entree_mean,9
8,2022-11-18,10.76285714285717,0,entree_mean,22
8,2022-11-19,10.762857142857161,0,entree_mean,17
8,2022-11-20,10.762857142857111,0,entree_mean,23
8,2022-11-21,10.762857142857131,0,entree_mean,11
8,2022-11-22,10.762857142857337,0,entree_mean,1
8,2022-11-23,10.762857142857118,0,entree_mean,7
8,2022-11-24,10.762857142857188,0,entree_mean,17
8,2022-11-25,10.76285714285713,0,entree_mean,16
8,2022-11-26,10.762857142857158,0,entree_mean,22
8,2022-11-27,10.762857142857076,0,entree_mean,40
9,2022-10-20,10.333333333333341,0,entree_mean,14
9,2022-10-21,10.33333333333332,0,entree_mean,18
9,2022-10-22,10.33333333333334,0,entree_mean,22
9,2022-10-23,10.333333333333375,0,entree_mean,19
9,2022-10-24,10.33333333333332,0,entree_mean,32
9,2022-10-25,10.333333333333364,0,entree_mean,32
9,2022-10-26,10.33333333333332,0,entree_mean,14
9,2022-10-27,10.33333333333334,0,entree_mean,16
9,2022-10-28,10.333333333333309,0,entree_mean,17
9,2022-10-29,10.33333333333333,0,entree_mean,20
9,2022-10-30,10.333333333333366,0,entree_mean,26
9,2022-10-31,10.333333333333375,0,entree_mean,19
9,2022-11-01,10.333333333333348,0,entree_mean,14
9,2022-11-02,10.333333333333348,0,entree_mean,28
9,2022-11-03,10.333333333333352,0,entree_mean,12
9,2022-11-04,10.333333333333316,0,entree_mean,40
9,2022-11-05,10.333333333333359,0,entree_mean,23
9,2022-11-06,10.33333333333335,0,entree_mean,32
9,2022-11-07,10.33333333333334,0,entree_mean,13
9,2022-11-08,10.333333333333362,0,entree_mean,11
9,2022-11-09,10.333333333333352,0,entree_mean,16
9,2022-11-10,10.333333333333366,0,entree_mean,24
9,2022-11-11,10.333333333333364,0,entree_mean,30
9,2022-11-12,10.33333333333335,0,entree_mean,13
9,2022-11-13,10.333333333333371,0,entree_mean,32
9,2022-11-14,10.3333333333333,0,entree_mean,25
9,2022-11-15,10.333333333333352,0,entree_mean,14
9,2022-11-16,10.33333333333335,0,entree_mean,29
9,2022-11-17,10.333333333333359,0,entree_mean,24
9,2022-11-18,10.333333333333325,0,entree_mean,38
9,2022-11-19,10.333333333333355,0,entree_mean,30
9,2022-11-20,10.333333333333295,0,entree_mean,36
9,2022-11-21,10.333333333333352,0,entree_mean,11
9,2022-11-22,10.333333333333373,0,entree_mean,11
9,2022-11-23,10.333333333333362,0,entree_mean,17
9,2022-11-24,10.333333333333337,0,entree_mean,28
9,2022-11-25,10.333333333333357,0,entree_mean,14
9,2022-11-26,10.333333333333364,0,entree_mean,34
9,2022-11-27,10.33333333333335,0,entree_mean,26
10,2022-10-03,13.342857142856761,0,entree_mean,2
10,2022-10-04,13.342857142857147,0,entree_mean,16
10,2022-10-05,13.342857142857122,0,entree_mean,21
10,2022-10-06,13.342857142857165,0,entree_mean,14
10,2022-10-07,13.342857142857214,0,entree_mean,6
10,2022-10-08,13.34285714285717,0,entree_mean,28
10,2022-10-10,13.342857142857111,0,entree_mean,10
10,2022-10-11,13.34285714285717,0,entree_mean,15
10,2022-10-12,13.34285714285713,0,entree_mean,17
10,2022-10-13,13.342857142857126,0,entree_mean,11
10,2022-10-14,13.342857142857138,0,entree_mean,17
10,2022-10-15,13.34285714285717,0,entree_mean,11
10,2022-10-17,13.34285714285721,0,entree_mean,6
10,2022-10-18,13.34285714285712,0,entree_mean,4
10,2022-10-19,13.342857142857135,0,entree_mean,21
10,2022-10-20,13.342857142857126,0,entree_mean,13
10,2022-10-21,13.342857142857158,0,entree_mean,7
10,2022-10-22,13.342857142857111,0,entree_mean,19
10,2022-10-24,13.342857142857094,0,entree_mean,5
10,2022-10-25,13.342857142857149,0,entree_mean,4
10,2022-10-26,13.342857142857131,0,entree_mean,10
10,2022-10-27,13.342857142857126,0,entree_mean,11
10,2022-10-28,13.342857142857167,0,entree_mean,14
10,2022-10-29,13.34285714285714,0,entree_mean,11
10,2022-10-31,13.34285714285713,0,entree_mean,22
10,2022-11-01,13.342857142857103,0,entree_mean,23
10,2022-11-02,13.342857142857138,0,entree_mean,10
10,2022-11-03,13.342857142857147,0,entree_mean,12
10,2022-11-04,13.34285714285712,0,entree_mean,13
10,2022-11-05,13.342857142857135,0,entree_mean,26
10,2022-11-07,13.34285714285713,0,entree_mean,12
10,2022-11-08,13.342857142857156,0,entree_mean,10
10,2022-11-09,13.342857142857117,0,entree_mean,11
10,2022-11-10,13.342857142857158,0,entree_mean,9
10,2022-11-11,13.342857142857152,0,entree_mean,36
10,2022-11-12,13.34285714285714,0,entree_mean,31
10,2022-11-14,13.342857142857158,0,entree_mean,10
10,2022-11-15,13.342857142857182,0,entree_mean,6
10,2022-11-16,13.342857142857197,0,entree_mean,6
10,2022-11-17,13.342857142857135,0,entree_mean,12
10,2022-11-18,13.342857142857135,0,entree_mean,15
10,2022-11-19,13.342857142857175,0,entree_mean,22
10,2022-11-21,13.342857142857152,0,entree_mean,8
10,2022-11-22,13.342857142857122,0,entree_mean,12
10,2022-11-23,13.342857142857147,0,entree_mean,13
10,2022-11-24,13.342857142857131,0,entree_mean,21
10,2022-11-25,13.342857142857111,0,entree_mean,44
10,2022-11-26,13.342857142857149,0,entree_mean,34
11,2022-10-03,8.239325417353168,0,entree_mean,26
11,2022-10-04,8.173807053331089,0,entree_mean,27
11,2022-10-05,8.206388595951603,0,entree_mean,29
11,2022-10-06,8.194397644042551,0,entree_mean,53
11,2022-10-07,8.256557881301989,0,entree_mean,22
11,2022-10-08,8.185388510303108,0,entree_mean,47
11,2022-10-09,8.164130548746776,0,entree_mean,49
11,2022-10-10,8.225101964242334,0,entree_mean,44
11,2022-10-11,8.20437287999773,0,entree_mean,33
11,2022-10-12,8.235050665396924,0,entree_mean,34
11,2022-10-13,8.201843169424468,0,entree_mean,24
11,2022-10-14,8.188153173684556,0,entree_mean,14
11,2022-10-15,8.207000267641146,0,entree_mean,31
11,2022-10-16,8.213973787509305,0,entree_mean,70
11,2022-10-17,8.186782513713434,0,entree_mean,28
11,2022-10-18,8.220320065114985,0,entree_mean,29
11,2022-10-19,8.186799881401255,0,entree_mean,30
11,2022-10-20,8.219807744304953,0,entree_mean,36
11,2022-10-21,8.157044931970276,0,entree_mean,20
11,2022-10-22,8.198003481765914,0,entree_mean,36
11,2022-10-23,8.175755176420523,0,entree_mean,26
11,2022-10-24,8.17744859584858,0,entree_mean,43
11,2022-10-25,8.2605781201849,0,entree_mean,39
11,2022-10-26,8.17160104591327,0,entree_mean,44
11,2022-10-27,8.146408966451585,0,entree_mean,33
11,2022-10-28,8.21447543361417,0,entree_mean,29
11,2022-10-29,8.217416348544978,0,entree_mean,26
11,2022-10-30,8.183916215195914,0,entree_mean,64
11,2022-10-31,8.383185691081342,0,entree_mean,34
11,2022-11-01,8.680917369634535,0,entree_mean,57
11,2022-11-02,8.668778408242794,0,entree_mean,30
11,2022-11-03,8.681588330857055,0,entree_mean,42
11,2022-11-04,8.60126965770985,0,entree_mean,36
11,2022-11-05,8.642172467420112,0,entree_mean,27
11,2022-11-06,8.685946764935458,0,entree_mean,34
11,2022-11-07,8.659444842690684,0,entree_mean,29
11,2022-11-08,8.620626316357608,0,entree_mean,27
11,2022-11-09,8.629208359441135,0,entree_mean,21
11,2022-11-10,8.64486422989661,0,entree_mean,33
11,2022-11-11,8.633952187140759,0,entree_mean,37
11,2022-11-12,8.710112005061701,0,entree_mean,38
11,2022-11-13,8.673802771323674,0,entree_mean,43
11,2022-11-14,8.715018828004219,0,entree_mean,44
11,2022-11-15,8.663492519664661,0,entree_mean,36
11,2022-11-16,8.620187878974301,0,entree_mean,12
11,2022-11-17,8.668615250904598,0,entree_mean,22
11,2022-11-18,8.610189216190392,0,entree_mean,11
11,2022-11-19,8.686795328607321,0,entree_mean,13
11,2022-11-20,8.646846181051096,0,entree_mean,36
11,2022-11-21,8.61428254289188,0,entree_mean,19
11,2022-11-22,8.590226922121124,0,entree_mean,11
11,2022-11-23,8.73217981918375,0,entree_mean,7
11,2022-11-24,8.728065499417033,0,entree_mean,25
11,2022-11-25,8.697917437660806,0,entree_mean,25
11,2022-11-26,8.731185416260022,0,entree_mean,14
11,2022-11-27,8.678513020236391,0,entree_mean,49
12,2022-10-04,3.866666666666662,0,entree_mean,3
12,2022-10-05,3.866666666666671,0,entree_mean,4
12,2022-10-06,3.8666666666666663,0,entree_mean,6
12,2022-10-07,3.8666666666666583,0,entree_mean,3
12,2022-10-08,3.8666666666666774,0,entree_mean,4
12,2022-10-09,3.8666666666666694,0,entree_mean,4
12,2022-10-11,3.866666666666662,0,entree_mean,2
12,2022-10-14,3.8666666666666765,0,entree_mean,13
12,2022-10-15,3.866666666666671,0,entree_mean,13
12,2022-10-16,3.866666666666674,0,entree_mean,20
12,2022-10-19,3.8666666666666782,0,entree_mean,7
