restaurant_id,product_name,product_key,category,size,component_id,anchor,n_obs
2,Pizza diavola,pizza diavola,entree,0.9758164965233972,0,entree_mean,19
2,Pizza elisa,pizza elisa,entree,1.0419859408804786,0,entree_mean,5
2,Pizza formaggi,pizza formaggi,entree,0.9747261882458536,0,entree_mean,7
2,Pizza funghi,pizza funghi,entree,0.8993481884527658,0,entree_mean,2
2,Pizza golosa,pizza golosa,entree,0.5995914800242721,0,entree_mean,6
2,Pizza gustosa,pizza gustosa,entree,1.0459538997948403,0,entree_mean,3
2,Pizza mafia,pizza mafia,uncertain,1.1108747183796763,0,entree_mean,3
2,Pizza mare e monti,pizza mare e monti,uncertain,1.0392297539298805,0,entree_mean,1
2,Pizza marguetita,pizza marguetita,entree,0.8852744298541617,0,entree_mean,22
2,Pizza mediterránea,pizza mediterránea,uncertain,1.1106511172902984,0,entree_mean,2
2,Pizza new york,pizza new york,uncertain,1.0446992450804524,0,entree_mean,4
2,Pizza palermo,pizza palermo,entree,1.0424069503906062,0,entree_mean,3
2,Pizza parmigiana,pizza parmigiana,entree,0.9718029262310773,0,entree_mean,4
2,Pizza patatosa,pizza patatosa,uncertain,1.1121219064020016,0,entree_mean,6
2,Pizza pesto,pizza pesto,entree,1.0418003820030965,0,entree_mean,7
2,Pizza pizzicosa,pizza pizzicosa,uncertain,1.0495951182146603,0,entree_mean,3
2,Pizza prosciutto,pizza prosciutto,entree,0.9105468520109816,0,entree_mean,13
2,Pizza prosciutto e fungui,pizza prosciutto e fungui,entree,0.9739165214207196,0,entree_mean,30
2,Pizza quattro gormaggi,pizza quattro gormaggi,entree,0.9875736044144099,0,entree_mean,4
2,Pizza rústica,pizza rústica,entree,1.0650650766538665,0,entree_mean,11
2,Pizza saccense,pizza saccense,uncertain,0.8864858301305032,0,entree_mean,3
2,Pizza siciliana,pizza siciliana,uncertain,0.98299133991195,0,entree_mean,3
2,Pizza special,pizza special,entree,1.1105304602803157,0,entree_mean,5
2,Pizza tonno,pizza tonno,entree,1.0430084813705252,0,entree_mean,7
2,Pizza toscana,pizza toscana,entree,1.0408292531904528,0,entree_mean,4
2,Pizza tricolore,pizza tricolore,entree,1.1117727470319716,0,entree_mean,9
2,Pizza tropical,pizza tropical,entree,0.9744295956201866,0,entree_mean,8
2,Pizza vegetariana,pizza vegetariana,entree,0.9109800426101807,0,entree_mean,5
2,Pizza verona,pizza verona,entree,1.1133988216809736,0,entree_mean,7
2,Pizza wurstel,pizza wurstel,entree,0.9785105573428535,0,entree_mean,5
3,Agua (1.5 lt.),agua (1.5 lt.),drink,0.2396602045456172,0,entree_mean,8
3,Agua (500 ml.),agua (500 ml.),drink,0.1597922329209079,0,entree_mean,3
3,Alitas De Pollo (6 uds.),alitas de pollo (6 uds.),appetizer,0.719005175297515,0,entree_mean,8
3,Aquarius Naranja lata 330ml.,aquarius naranja lata 330ml.,entree,0.23965190752872598,0,entree_mean,6
3,Aros De Cebolla Y Patatas Fritas,aros de cebolla y patatas fritas,side,0.5602325517224838,0,entree_mean,11
3,Calamares A La Romana,calamares a la romana,appetizer,0.8787810976818518,0,entree_mean,3
3,Coca-Cola Sabor Original botella 2L.,coca-cola sabor original botella 2l.,drink,0.39948513965946575,0,entree_mean,15
3,Coca-Cola Sabor Original lata 330ml.,coca-cola sabor original lata 330ml.,entree,0.23968488112044337,0,entree_mean,15
3,Dulce Tiramisú,dulce tiramisú,dessert,0.47931215556986567,0,entree_mean,3
3,Ensalada Italiana,ensalada italiana,side,0.7189959683945808,0,entree_mean,2
3,Ensalada Valenciana,ensalada valenciana,side,0.7189153894644251,0,entree_mean,2
3,Fanta Naranja botella 2L.,fanta naranja botella 2l.,drink,0.39947456363095596,0,entree_mean,1
3,Fanta Naranja lata 330ml.,fanta naranja lata 330ml.,entree,0.2396550765458602,0,entree_mean,4
3,Fingers De Queso (4  uds.),fingers de queso (4 uds.),appetizer,0.718954525440204,0,entree_mean,14
3,Hamburguesa Pollo (Doble),hamburguesa pollo (doble),entree,0.7988670994363609,0,entree_mean,1
3,Hamburguesa Pollo (Normal),hamburguesa pollo (normal),entree,0.558414046621038,0,entree_mean,8
3,Hamburguesa Ternera (Doble),hamburguesa ternera (doble),entree,0.798854709508106,0,entree_mean,4
3,Hamburguesa Ternera (Normal),hamburguesa ternera (normal),entree,0.5592368598095764,0,entree_mean,5
3,Kebab Barbacoa (Grande),kebab barbacoa (grande),entree,1.0385580049619423,0,entree_mean,4
3,Kebab Con Queso Y Pollo (Grande),kebab con queso y pollo (grande),entree,0.9586013053128039,0,entree_mean,4
3,Kebab  Con Queso Y Pollo (Normal),kebab con queso y pollo (normal),uncertain,0.7989160307939069,0,entree_mean,6
3,Kebab Con Queso Y Ternera (Grande),kebab con queso y ternera (grande),entree,0.9585764262369294,0,entree_mean,7
3,Kebab Con Queso Y Ternera (Normal),kebab con queso y ternera (normal),entree,0.7988647250042038,0,entree_mean,4
3,Kebab De Barbacoa (Normal),kebab de barbacoa (normal),entree,0.9586658164974199,0,entree_mean,2
3,Kebab De Pollo (Normal),kebab de pollo (normal),entree,0.7589869124279934,0,entree_mean,7
3,Kebab De Ternera (Normal),kebab de ternera (normal),entree,0.7189086062551564,0,entree_mean,6
3,Kebab Especial De La Casa (Grande),kebab especial de la casa (grande),entree,1.1184056923073038,0,entree_mean,17
3,Kebab Especial De La Casa (Normal),kebab especial de la casa (normal),uncertain,0.9586517648849073,0,entree_mean,15
3,Kebab Mixto (Grande),kebab mixto (grande),entree,0.9587203118445818,0,entree_mean,14
3,Kebab Mixto (Normal),kebab mixto (normal),entree,0.7589214095343046,0,entree_mean,9
3,Kebab Mixto Pollo (Grande),kebab mixto pollo (grande),entree,0.9587177188387124,0,entree_mean,3
3,Kebab Mixto Y Ternera (Grande),kebab mixto y ternera (grande),entree,0.9586158208105465,0,entree_mean,2
3,Kebab Pollo (Grande),kebab pollo (grande),entree,0.9586845079592115,0,entree_mean,5
3,Kebab Ternera (Grande),kebab ternera (grande),entree,0.9586488629704748,0,entree_mean,12
3,Menú 1 (Grande),menú 1 (grande),uncertain,1.2378378619730597,0,entree_mean,58
3,Menú 1 (Normal),menú 1 (normal),uncertain,1.0786244890705596,0,entree_mean,54
3,Menú 11,menú 11,uncertain,2.882564406303695,0,entree_mean,7
3,Menú 12,menú 12,uncertain,1.1587057672307373,0,entree_mean,2
3,Menú 2 (Normal),menú 2 (normal),uncertain,1.0383269008966443,0,entree_mean,2
3,Menú 3,menú 3,uncertain,1.358088263200798,0,entree_mean,8
3,Menú 5,menú 5,uncertain,0.7989202388242499,0,entree_mean,5
3,Menú 6,menú 6,uncertain,1.756160968425734,0,entree_mean,16
3,Menú 7,menú 7,uncertain,1.1168144909852855,0,entree_mean,7
3,Menú 8,menú 8,uncertain,2.7138845382659684,0,entree_mean,1
3,Menú 9,menú 9,uncertain,2.8744346395081193,0,entree_mean,2
3,Monster (500 ml.),monster (500 ml.),drink,0.319561447231551,0,entree_mean,5
3,Nuggets De Pollo (6 uds.),nuggets de pollo (6 uds.),appetizer,0.7190380094113633,0,entree_mean,11
3,Oferta 1,oferta 1,uncertain,0.7194093790197696,0,entree_mean,30
3,Oferta 2,oferta 2,uncertain,1.1182770343674389,0,entree_mean,8
3,Oferta 3,oferta 3,uncertain,0.637394472980265,0,entree_mean,4
3,Oferta 4,oferta 4,uncertain,0.8787127660949091,0,entree_mean,4
3,Patatas Bravas,patatas bravas,side,0.47933118113538226,0,entree_mean,10
3,Patatas Con Carne Asada (Grande),patatas con carne asada (grande),side,0.6870336984994606,0,entree_mean,11
3,Patatas Con Carne Asada (Pequeña),patatas con carne asada (pequeña),side,0.4788523534285392,0,entree_mean,11
3,Patatas Con Carne Y Queso Al Horno,patatas con carne y queso al horno,side,0.8787360908464241,0,entree_mean,5
3,Patatas Con Carne Y Queso Gratinado,patatas con carne y queso gratinado,side,0.8786858253108946,0,entree_mean,7
3,Patatas Dilex On Ajoaceite,patatas dilex on ajoaceite,side,0.5195799574439555,0,entree_mean,2
3,Patatas Fritas,patatas fritas,side,0.4793298392037725,0,entree_mean,20
3,Pizza 4 Estaciones (Familiar),pizza 4 estaciones (familiar),entree,1.75599140321028,0,entree_mean,1
3,Pizza 4 Estaciones (Mediana),pizza 4 estaciones (mediana),entree,1.1966935256428113,0,entree_mean,1
3,Pizza 4 Quesos (Familiar),pizza 4 quesos (familiar),entree,1.7559823347624293,0,entree_mean,2
3,Pizza 4 Quesos (Mediana),pizza 4 quesos (mediana),appetizer,1.1966879614721433,0,entree_mean,3
3,Pizza Americana (Mediana),pizza americana (mediana),entree,1.1967126878347836,0,entree_mean,1
3,Pizza Atún Y Cebolla (Familiar),pizza atún y cebolla (familiar),uncertain,1.7560685781661338,0,entree_mean,1
3,Pizza Atún Y Cebolla (Mediana),pizza atún y cebolla (mediana),entree,1.196608392749878,0,entree_mean,2
3,Pizza Barbacoa (Mediana),pizza barbacoa (mediana),entree,1.1967584722515878,0,entree_mean,1
3,Pizza Carbonara (Familiar),pizza carbonara (familiar),entree,1.7563817054440598,0,entree_mean,1
3,Pizza Carbonara (Mediana),pizza carbonara (mediana),entree,1.1968645440058954,0,entree_mean,1
3,Pizza Diávolo (Mediana),pizza diávolo (mediana),entree,1.196702914955673,0,entree_mean,1
3,Pizza Hawaiana (Mediana),pizza hawaiana (mediana),entree,1.197930261330971,0,entree_mean,1
3,Pizza Jamón Y Queso (Familiar),pizza jamón y queso (familiar),uncertain,1.756787516290054,0,entree_mean,1
3,Pizza Jamón Y Queso (Mediana),pizza jamón y queso (mediana),entree,1.1967114811094248,0,entree_mean,2
3,Pizza Kebab (Familiar),pizza kebab (familiar),uncertain,1.7563369363083219,0,entree_mean,3
3,Pizza Kebab (Mediana),pizza kebab (mediana),entree,1.1966384599807611,0,entree_mean,5
3,Pizza Margarita (Familiar),pizza margarita (familiar),uncertain,1.4363112046932918,0,entree_mean,4
3,Pizza Margarita (Mediana),pizza margarita (mediana),entree,1.036870414389862,0,entree_mean,4
3,Pizza Vegetal (Mediana),pizza vegetal (mediana),entree,1.1966445973351252,0,entree_mean,1
3,Plato De Carne Con Ensalada y Arroz,plato de carne con ensalada y arroz,entree,1.1966992188264785,0,entree_mean,1
3,Plato De Carne Con Ensalada Y Patatas,plato de carne con ensalada y patatas,entree,1.0368857814179417,0,entree_mean,5
3,Plato De Carne Y Patatas,plato de carne y patatas,entree,1.1966831032203464,0,entree_mean,11
3,Tapa De Falafel (1 ud.),tapa de falafel (1 ud.),appetizer,0.07988601258407774,0,entree_mean,7
3,Tapa De Samosa Vegetal,tapa de samosa vegetal,appetizer,0.23967945825488254,0,entree_mean,5
3,Tarta De Chocolate,tarta de chocolate,dessert,0.47862808126685996,0,entree_mean,7
4,Albóndigas,albóndigas,entree,0.9458397933343208,0,entree_mean,16
4,Alubias,alubias,uncertain,0.837184163305794,0,entree_mean,1
4,Arros Amb Fesols I Naps,arros amb fesols i naps,side,1.1969538916227094,0,entree_mean,5
4,Arroz Al Horno,arroz al horno,side,0.958603242318344,0,entree_mean,55
4,Arroz De Pimientos,arroz de pimientos,side,0.857093800971169,0,entree_mean,3
4,Arroz Del Senyoret,arroz del senyoret,side,1.0306060492924571,0,entree_mean,30
4,Bacalao A La Vizcaína,bacalao a la vizcaína,entree,1.0501390437407427,0,entree_mean,5
4,Berenjena Rellena De Carne,berenjena rellena de carne,entree,0.8741916468416073,0,entree_mean,15
4,Berenjena Rellena De Verdura,berenjena rellena de verdura,entree,0.8730149291117248,0,entree_mean,7
4,Bravas,bravas,appetizer,0.5818637118552706,0,entree_mean,20
4,Buñuelo De Bacalao,buñuelo de bacalao,appetizer,0.16989651962936841,0,entree_mean,23
4,Calamares,calamares,appetizer,1.0304370083825534,0,entree_mean,20
4,Caldo,caldo,uncertain,0.5471942573582949,0,entree_mean,12
4,Canelones De Espinacas Con Queso De Cabra,canelones de espinacas con queso de cabra,entree,0.9472027800991959,0,entree_mean,6
4,Canelones De Pollo,canelones de pollo,entree,0.9444895255608272,0,entree_mean,18
4,Carrilleras,carrilleras,entree,1.2494678351433939,0,entree_mean,17
4,Chipirones Encebollados (200 grs.),chipirones encebollados (200 grs.),entree,1.1528851498119408,0,entree_mean,15
4,Coca de calabaza con base de chocolate Belga rac.,coca de calabaza con base de chocolate belga rac.,dessert,0.7276919699420048,0,entree_mean,15
4,Coliflor Gratinada,coliflor gratinada,side,0.9502230605876263,0,entree_mean,2
4,Croquetas,croquetas,appetizer,0.18209262495638473,0,entree_mean,94
4,Cruasanes de mantequilla,cruasanes de mantequilla,appetizer,0.1578005163685721,0,entree_mean,23
4,Ensalada César,ensalada césar,appetizer,0.9576314899742947,0,entree_mean,8
4,Ensalada De Espinacas,ensalada de espinacas,appetizer,0.9577633778747949,0,entree_mean,9
4,Ensalada De Garbanzos,ensalada de garbanzos,side,0.9448677807036995,0,entree_mean,5
4,Ensalada De Quinoa,ensalada de quinoa,side,0.9575634013185401,0,entree_mean,13
4,Ensalada Murciana,ensalada murciana,side,0.9461118441667876,0,entree_mean,2
4,Ensalada Pasta Al Pesto,ensalada pasta al pesto,side,0.9588039856690567,0,entree_mean,32
4,Ensalada Taboulé De Cuscús,ensalada taboulé de cuscús,side,0.9593788791504944,0,entree_mean,5
4,Ensalada Tartar De Salmon,ensalada tartar de salmon,appetizer,1.2022944802366609,0,entree_mean,2
4,Ensalada Tomate Valenciano,ensalada tomate valenciano,side,0.9591545112622359,0,entree_mean,9
4,Ensaladilla Rusa,ensaladilla rusa,side,1.0789751873641322,0,entree_mean,31
4,Esgarraet,esgarraet,appetizer,0.9113951938515881,0,entree_mean,8
4,Espinacas Salteadas,espinacas salteadas,side,0.9482226998598935,0,entree_mean,3
4,Fideua,fideua,entree,1.0442589436687038,0,entree_mean,32
4,Gazpacho Manchego,gazpacho manchego,entree,1.064780282303991,0,entree_mean,11
4,Guisantes Con Jamón,guisantes con jamón,side,0.9458005020450561,0,entree_mean,4
4,Judías Verdes,judías verdes,side,0.9108901054961354,0,entree_mean,2
4,Lentejas,lentejas,uncertain,0.837043355160217,0,entree_mean,6
4,Lágrimas De Pollo,lágrimas de pollo,appetizer,0.8972793557681172,0,entree_mean,17
4,Macarrones Al Horno,macarrones al horno,side,0.9100433831915986,0,entree_mean,34
4,Manitas De Cerdo (Media),manitas de cerdo (media),entree,0.6070290505620635,0,entree_mean,12
4,Merluza Con Verduras Asadas,merluza con verduras asadas,entree,1.0450350523938692,0,entree_mean,4
4,Morro,morro,uncertain,0.8367474606026721,0,entree_mean,17
4,Paella De Arroz Negro,paella de arroz negro,entree,1.0462906977730961,0,entree_mean,1
4,Paella De Costillas Con Alcachofas,paella de costillas con alcachofas,entree,1.0324701763774657,0,entree_mean,7
4,Paella De Verduras,paella de verduras,entree,0.9599111127082265,0,entree_mean,4
4,Paella Valenciana,paella valenciana,entree,0.958062148032109,0,entree_mean,56
4,Pechuga Rellena,pechuga rellena,entree,0.9942261260062837,0,entree_mean,9
4,Pollo asado (con manzana) 1/4,pollo asado (con manzana) 1/4,entree,0.9590164064155465,0,entree_mean,10
4,Pollo asado (con patatas) 1/4,pollo asado (con patatas) 1/4,entree,0.961052687287152,0,entree_mean,9
4,Potaje De Garbanzos,potaje de garbanzos,entree,0.9461972879231487,0,entree_mean,2
4,Puchero Valenciano,puchero valenciano,entree,1.2018813136495856,0,entree_mean,11
4,Rabo De Toro,rabo de toro,entree,1.2013663547920241,0,entree_mean,9
4,Roast Beef,roast beef,uncertain,1.2040847304242173,0,entree_mean,4
4,Rossejat Torrentí En Cazuela,rossejat torrentí en cazuela,entree,0.9451769549323814,0,entree_mean,9
4,Saquitos De Calabacín,saquitos de calabacín,appetizer,0.9481604579825204,0,entree_mean,15
4,Sepia De Callo (200 grs.),sepia de callo (200 grs.),appetizer,1.1846967012754572,0,entree_mean,5
4,Solomillo En Salsa De Vino Blanco,solomillo en salsa de vino blanco,entree,0.9960147015305985,0,entree_mean,8
4,Tarta de queso rac.,tarta de queso rac.,dessert,0.7272795304297903,0,entree_mean,14
4,Tarta tatin rac.,tarta tatin rac.,dessert,0.7278502414996243,0,entree_mean,18
4,Titaina,titaina,uncertain,0.945515637323171,0,entree_mean,8
4,Tortilla De Patatas Con Cebolla,tortilla de patatas con cebolla,appetizer,0.9107272812491887,0,entree_mean,19
4,Tortilla De Patatas Sin Cebolla,tortilla de patatas sin cebolla,side,0.9119158398625347,0,entree_mean,15
5,18/70 LA RUBIA,18/70 la rubia,drink,0.09080792343645669,0,entree_mean,2
5,AGUA PARA LLEVAR,agua para llevar,drink,0.07567326953038088,0,entree_mean,2
5,ALCACHOFAS A LA  BRASA,alcachofas a la brasa,side,0.5637658580013332,0,entree_mean,30
5,ARROZ DEL SEÑORET (2P),arroz del señoret (2p),side,1.354551524593807,0,entree_mean,3
5,ARROZ MELOSO DE CAMPO,arroz meloso de campo,side,0.5864678388604452,0,entree_mean,6
5,ARROZ MELOSO MARINERO,arroz meloso marinero,entree,0.5864678388604508,0,entree_mean,34
5,BACALAO AL HORNO,bacalao al horno,entree,0.6621411083908308,0,entree_mean,6
5,BOGAVANTE GRATINADO,bogavante gratinado,entree,0.9080792343645689,0,entree_mean,3
5,BOTE AMSTEL,bote amstel,drink,0.06432227910082419,0,entree_mean,2
5,BOTE DE COCA COLA,bote de coca cola,drink,0.0832405964834183,0,entree_mean,6
5,BOTE DE COLA ZERO,bote de cola zero,drink,0.08324059648341844,0,entree_mean,13
5,BROWNIE CHOCO,brownie choco,dessert,0.24593812597373738,0,entree_mean,4
5,BURGUER DE ATÚN ROJO,burguer de atún rojo,entree,0.5864678388604493,0,entree_mean,4
5,BUÑUELITOS DE BACALAO,buñuelitos de bacalao,appetizer,0.3594480302693087,0,entree_mean,17
5,CACHOPO ASTURIANO,cachopo asturiano,appetizer,0.6772757622969092,0,entree_mean,37
5,CALAMAR A LA ROMANA,calamar a la romana,appetizer,0.4351212997996886,0,entree_mean,29
5,CANELÓN DE PATO,canelón de pato,entree,0.6734920988203841,0,entree_mean,7
5,CARRILLERA IBÉRICA,carrillera ibérica,entree,0.6621411083908312,0,entree_mean,3
5,CHULETÓN  PM DELIVERY,chuletón pm delivery,entree,1.7404851991987547,0,entree_mean,6
5,COLECCIÓN DE TOMATES,colección de tomates,side,0.5107945693300678,0,entree_mean,12
5,EL ALCAZAR,el alcazar,uncertain,0.09080792343645704,0,entree_mean,1
5,EL BESO (T),el beso (t),uncertain,0.43512129979968645,0,entree_mean,3
5,ENSALADA CÉSAR,ensalada césar,side,0.5107945693300686,0,entree_mean,28
5,ENSALADILLA RUSA,ensaladilla rusa,side,0.3556643667927895,0,entree_mean,7
5,ENTRECOT VACA P. VASCO,entrecot vaca p. vasco,entree,0.7378143779212064,0,entree_mean,26
5,EXCELLENS,excellens,uncertain,0.5107945693300742,0,entree_mean,1
5,fideuá de marisco (2p),fideuá de marisco (2p),entree,1.4756287558424273,0,entree_mean,4
5,FIDEUÁ NEGRA,fideuá negra,entree,1.4756287558424221,0,entree_mean,1
5,HUEVOS ROTOS CON PATATAS,huevos rotos con patatas,entree,0.47295793456487545,0,entree_mean,9
5,JAMÓN DE BELLOTA,jamón de bellota,uncertain,0.7151123970621001,0,entree_mean,8
5,LA CAMIONETA,la camioneta,uncertain,0.4540396171822832,0,entree_mean,1
5,LEMON PIE DE MERENGUE,lemon pie de merengue,dessert,0.24593812597373693,0,entree_mean,7
5,MARQUES CACERES,marques caceres,uncertain,0.4540396171822838,0,entree_mean,1
5,MELOSO DE BOGAVANTE (2P),meloso de bogavante (2p),entree,1.8842644113064788,0,entree_mean,4
5,MENÚ PUERTA DEL MAR,menú puerta del mar,uncertain,0.9383485421766975,0,entree_mean,84
5,MILHOJAS DE MANZANA,milhojas de manzana,dessert,0.24593812597373704,0,entree_mean,7
5,OSTRA FRANCESA 4UD,ostra francesa 4ud,appetizer,0.6394391275317105,0,entree_mean,3
5,PAELLA DE MARISCO (2P),paella de marisco (2p),entree,1.4756287558424181,0,entree_mean,3
5,PAELLA DE VERDURAS (2P),paella de verduras (2p),entree,1.2032049855330524,0,entree_mean,1
5,PAELLA VALENCIANA (2P),paella valenciana (2p),entree,1.2788782550634292,0,entree_mean,13
5,PULPO,pulpo,appetizer,0.548631204095262,0,entree_mean,1
5,PUNTILLA CON HABITAS,puntilla con habitas,entree,0.4994435789005108,0,entree_mean,9
5,SALMÓN A LA BRASA,salmón a la brasa,entree,0.6772757622969076,0,entree_mean,17
5,SURTIDO DE CROQUETAS,surtido de croquetas,appetizer,0.3745826841753843,0,entree_mean,26
5,TARTA QUESO Y CHOCO,tarta queso y choco,dessert,0.26107277987981337,0,entree_mean,4
5,TARTAR DE SALMÓN,tartar de salmón,appetizer,0.5070109058535496,0,entree_mean,6
5,TATAKI DE ATÚN,tataki de atún,appetizer,0.5070109058535502,0,entree_mean,9
5,TEMPURA DE BERENJENA,tempura de berenjena,appetizer,0.3594480302693084,0,entree_mean,22
5,TOMATE CON BONITO,tomate con bonito,uncertain,0.47674159804139554,0,entree_mean,8
5,VEGA REAL,vega real,uncertain,0.4540396171822826,0,entree_mean,1
6,Alitas De Pollo (6 Uds.),alitas de pollo (6 uds.),appetizer,0.6587215601300079,0,entree_mean,24
6,Box De Mixto (Pequeño),box de mixto (pequeño),uncertain,0.5200433369447452,0,entree_mean,6
