cpc_subclass,grant_year,mean_novelty,mean_value,sd_value,patent_count,CV,ln_mean_value,ln_sd_value
A45C,2021,0.9153857308306944,71.3968098372803,84.6239268555052,11,1.185262017285796,4.282162235399877,4.449964763429458
A45C,2022,0.7094057469439511,28.210056193083446,28.04515750183357,12,0.9941546131591789,3.3745130401596426,3.368851774112994
A45D,2021,0.5488085760357342,17.504934034558204,25.974745435743884,16,1.4838528031276552,2.9180374010956514,3.2949010740558835
A45D,2022,0.9009969715940598,34.03883515773094,60.94078418137536,10,1.7903310703490518,3.5564570223001812,4.1261788348035555
A46B,2021,0.7630618366499259,21.354399346651554,38.24329995154869,25,1.7908862399140895,3.107023140465724,3.669780727785824
A46B,2022,0.5937189043853074,31.28527488806581,43.18846798846819,13,1.3804727029885555,3.474611240462682,3.788463849803683
A47B,2021,0.7045937742921824,13.649060641276456,24.48645798679899,41,1.7940031647854868,2.6843762133579094,3.238147251761209
A47B,2022,0.9062256531889242,11.796534720799821,21.853148907886148,27,1.8525057930236375,2.5491744093354463,3.129088915630545
A47C,2021,0.5679206132969615,12.191088716167666,23.244464744429425,42,1.906676695216147,2.579541504351533,3.188188333367006
A47C,2022,0.5918270306536437,2.7216996005648455,2.7895107450669125,41,1.024914999615679,1.314180445818582,1.3322369197500046
A47G,2021,0.5800119054946159,48.724694425341525,111.16696025520892,11,2.2815322202901576,3.9065016794288763,4.71998847784453
A47G,2022,0.8440524626111845,39.84607283078794,64.93223827318268,13,1.6295768606589345,3.709810680351398,4.188627521785753
A47J,2021,0.9224832735242651,22.60515585517769,56.414190159151765,48,2.4956337625175076,3.1614651566105425,4.050291488089083
A47J,2022,0.8083140338191753,12.844629219389564,39.726056302910116,57,3.0928145627545085,2.6278973754329336,3.7068680916080954
A47K,2021,1.0148120038378536,30.40233461867971,27.244949056963492,11,0.8961466084326213,3.446882241063682,3.3409146471630478
A47K,2022,0.9601441362655947,30.9443904923764,24.325066279270324,13,0.7860896883802949,3.4639965939654553,3.2317946672792126
A47L,2021,0.723386797805038,8.733382433063156,18.436501791110835,145,2.1110379549294964,2.275561465086193,2.9671528338225936
A47L,2022,0.6613585817015477,5.122597811909438,15.918748500860575,161,3.1075538399386646,1.8119864855286503,2.828422385772303
A61B,2021,0.36856086509036606,29.723810712383397,40.80183973888818,2283,1.3726988148894887,3.4250379472133883,3.7329403514542334
A61B,2022,0.3497438421936807,25.090408612190096,39.0573373711664,2107,1.556664061349344,3.2615677606660904,3.690311862006901
A61C,2021,0.7814437241231852,59.1854394963099,53.695862041240716,70,0.9072478382894927,4.09743045422773,4.001788058325891
A61C,2022,0.8902261381450413,22.87481513618681,19.573715686920988,88,0.855688475311713,3.172824143349877,3.0240143235660613
A61F,2021,0.8826429150400592,31.631262599597232,29.56882572079398,590,0.9347975164662092,3.4852708042972327,3.4199807223678964
A61F,2022,0.8724360555874795,34.00438920405924,42.05588428635278,555,1.236778112201245,3.5554734594570236,3.7624989064659067
A61G,2021,0.5404721358471603,28.70377284697532,21.316188225752548,84,0.7426267041406982,3.3912740696254784,3.1053123445127113
A61G,2022,0.5656357624166788,20.134921775274844,20.06080144104808,80,0.9963188168767668,3.0509267328183785,3.0474135611122395
A61H,2021,0.6076646829271268,14.366597009913392,25.097717247040244,21,1.746949345744302,2.7321961283467826,3.2618478487044174
A61H,2022,0.7747765949572468,10.245123861453646,23.317955238730146,38,2.2760052054091653,2.419934600153075,3.191214976208421
A61J,2021,0.7792148598339869,22.37802602434725,20.248543299708288,33,0.9048404572270097,3.1517965223831474,3.056288342418763
A61J,2022,0.7784638679608931,41.44374067630653,128.99695926058274,41,3.1125800218687925,3.7481794502081756,4.867511059878815
A61K,2021,0.888370409183726,43.90007276065503,86.07070165971142,998,1.9606049887200043,3.804439415251462,4.466720451378301
A61K,2022,0.9345993024186512,40.941981762009725,87.4447931551026,1096,2.1358221901276666,3.7362872766704784,4.482378551208837
A61L,2021,0.8147189334024774,27.751612571007822,31.835633235908613,114,1.147163364091043,3.3586938550967655,3.4915143048508726
A61L,2022,0.8288487887290927,37.65661113309822,64.05657093098905,121,1.701071047115194,3.6547178117149626,4.17525721340025
A61M,2021,0.718200661549311,28.73230726797445,51.00778965323047,897,1.775276491981717,3.392234241397781,3.951393508386037
A61M,2022,0.708509502016521,30.423082567598208,68.47546714800697,946,2.250773470961028,3.447542736468313,4.240973699578714
A61N,2021,0.7254972740860652,23.917783758209016,25.607845872914652,284,1.0706613176116526,3.215581755703091,3.2812061299245743
A61N,2022,0.6322467674838486,22.765747103021248,37.75041754523669,293,1.6582112317423934,3.1682453466861333,3.657141531102249
A61P,2021,0.8264600843836201,53.38569971260165,130.90721041622587,156,2.452102550326325,3.9961012463746353,4.882098724007966
A61P,2022,0.8493116940503875,52.40062624677711,124.59605877295375,177,2.377758963913471,3.977822473365119,4.833070874345533
A61Q,2021,0.8344183844196263,43.77537721705363,35.34382590739112,25,0.807390550449036,3.8016583726361035,3.593024338312213
A61Q,2022,0.8333568013126945,39.123057688478326,49.52376829025238,22,1.2658460564251102,3.6919511737608723,3.9224438847689265
A62B,2021,0.8168390245501225,21.624628268174696,7.2264764135043675,22,0.3341780641908044,3.1190390593150887,2.107357783704296
A62B,2022,0.6020262756886677,14.811851991437589,10.247495637241245,25,0.6918443178587729,2.7607597848693533,2.4201454938461398
A62C,2021,0.46158313916712357,37.94911540486524,45.67878811451366,20,1.2036851881047388,3.662256061015603,3.843289845524229
A62C,2022,0.4817174933663817,19.628035597056165,27.557303214283284,14,1.4039766271066045,3.026651101854092,3.351912707742844
A63B,2021,0.4832642675997116,29.985335573615554,44.01125494374467,110,1.4677592930615952,3.4335140465511826,3.8069125683590554
A63B,2022,0.4535468482019566,12.85460646230055,16.51752614300283,90,1.284949966492147,2.6286177738913703,2.863201873654921
A63F,2021,-0.23886638680875666,50.96184189025034,78.00873172550425,353,1.5307282631876051,3.95050963940835,4.369558374530173
A63F,2022,-0.08733398849014502,39.22230418278698,87.26401422752974,305,2.22485690337964,3.6944216721810745,4.480332484650887
A63H,2021,0.5889380790154709,81.78035672033431,102.03062278171419,11,1.2476177272083815,4.416190795568783,4.635026252602535
A63H,2022,0.822566570212439,16.771244667605618,16.6469891911331,34,0.9925911595152789,2.8775816829103644,2.870565184756409
B01D,2021,0.7237081624383515,27.894451326458476,49.773169427586026,288,1.7843394317053702,3.363649581060593,3.9273680541840603
B01D,2022,0.750003051068426,23.65764878954661,58.323614180798664,359,2.465317441290683,3.20508714807891,4.083007442264721
B01F,2021,0.8765938401922687,27.793181519853707,49.068178357663996,43,1.765475403476668,3.3601386063286784,3.913385643767972
B01F,2022,0.8499815631479767,18.044538840796793,29.732103690607296,59,1.6477064863185173,2.94678038544978,3.425307831027007
B01J,2021,0.842573725167597,58.62227090794558,82.9171259255343,146,1.4144304654410074,4.088029177225061,4.42982971571242
B01J,2022,0.8739481966241723,50.01113660858587,106.59978550979464,180,2.131520951905214,3.9320439737604196,4.678418654322302
B01L,2021,0.4928856510685145,30.75489835748176,62.16476793411748,101,2.0212964845970505,3.458046992414727,4.1457466763121
B01L,2022,0.466427099643943,16.531073634936412,25.31327860250609,126,1.5312543614232992,2.8639749426330896,3.270073701598863
B02C,2021,0.906904509217519,11.592172916994938,22.89456209813415,17,1.9750017759456568,2.5330754238707014,3.173650905774486
B02C,2022,0.9770952113538152,10.04688507335934,18.510323235948988,12,1.8423942446631132,2.4021484944105977,2.9709437222040296
B03C,2021,0.7553672403058957,14.993302313663607,44.83296856935682,11,2.9901997326166034,2.772170029204059,3.825003669920087
B05B,2021,0.6847274755257344,16.319327940757294,16.876340654445347,66,1.0341320865485473,2.851823099884761,2.8834780874148804
B05B,2022,0.6573934078311148,16.95358337087843,24.661594798024005,89,1.454653819108579,2.8877897257003395,3.244995508387288
B05C,2021,0.7350413849649113,18.503682869998077,15.92390998923741,45,0.8605805720469022,2.9706033128650344,2.8287274143159897
B05C,2022,0.594440744434711,8.80807926715104,7.196032394850427,18,0.8169808850026361,2.2832064610485383,2.103650182888416
B05D,2021,0.48794614558437205,23.255100478262566,27.84055236804462,41,1.1971804806463102,3.1886269242679672,3.3617824650781554
B05D,2022,0.559710557414291,10.106859855888695,14.024923842351164,56,1.3876638285609189,2.4075629224668362,2.7097104116797173
B06B,2021,0.47760111071732286,19.73209981757983,34.22952243903711,14,1.7347126132283783,3.0316832149782194,3.56188443674146
B06B,2022,0.2120435517334814,9.441852641762816,22.922665304743578,18,2.427771982307051,2.3458220228185693,3.174826348658634
B07B,2021,1.0409439191418406,14.247105425605627,10.883014158505404,12,0.7638754563397765,2.7243896768805644,2.475109998799682
B07C,2022,0.7317410280144714,30.657724399332015,36.942300368542696,11,1.2049915997466405,3.4549821756640893,3.6360665944174593
B08B,2021,0.674656064754789,18.769183619406828,19.41288061924521,55,1.0342954181114632,2.9841243424202895,3.016166104503401
B08B,2022,0.4499523880591114,10.471559532737189,14.640478417165838,90,1.3981182431705017,2.4398708881356037,2.749862323982175
B21B,2022,1.0400746769654974,3.378524703029625,10.753837765894389,18,3.182998116382307,1.4767118418574834,2.464179805635989
B21D,2021,0.9357293552853434,31.59130061233906,52.1107194032306,51,1.6495275089395014,3.4840454003789922,3.9723787798750587
B21D,2022,0.91990639048748,6.564866594938243,12.401755292633965,59,1.8891100242914578,2.0235147125756745,2.5953856903657737
B21J,2022,1.0293762769914774,6.058577101932165,6.8535782562740835,18,1.131219119764669,1.9542434875568322,2.060969256760642
B22C,2021,0.8810932439532622,7.613369917319664,8.474367318063859,23,1.1130901834659985,2.1533156376041056,2.2485899749199016
B22C,2022,0.8813573498703372,7.64449415793598,7.730713142326467,12,1.0112785728668496,2.156922604749634,2.1668470552123607
B22D,2021,0.8607788377167305,15.279425980560879,21.25386412793889,35,1.3910119499894131,2.7899021007734675,3.102515662205002
B22D,2022,0.9437999865791196,7.700988718564247,17.300373676798664,44,2.246513312646964,2.1634366650153245,2.906921479136095
B22F,2021,0.6940523759897592,17.459599808320984,25.871036110596688,90,1.4817656987915002,2.915584549983865,3.291048982010389
B22F,2022,0.800702790341892,8.17318271779394,12.428229058432121,111,1.520610695680945,2.2162843054171053,2.597359137240999
B23B,2021,0.8904590905071511,8.000023166636343,6.083865437797221,18,0.7604809775013712,2.1972271514036112,1.9578197245110989
B23B,2022,0.702103557036899,5.348643129048275,7.037290676156385,49,1.3157151274380467,1.8482411096068385,2.0840920458225973
B23C,2022,0.9976742030896459,10.244608818921208,21.182634357007657,18,2.0676860123623793,2.4198887976938064,3.099309746601052
B23H,2022,0.4647091411619575,6.792185162169388,3.7356424660313126,17,0.5499912586067026,2.0531213291699837,1.5551174019176444
B23K,2021,0.6202882596584742,17.721987044377254,25.245269409406824,273,1.4245168640621775,2.9296986109493806,3.2674857598223452
B23K,2022,0.618970661152445,12.769289533097904,21.097084100663196,303,1.6521736817056039,2.6224407161369983,3.0954456586722467
B23P,2021,0.7366280857760276,16.54542768787963,27.431742610062507,35,1.6579651567518956,2.8647933853627316,3.347506218545717
B23P,2022,0.8359613471384384,14.071808510424097,33.16701648644018,40,2.35698321661148,2.712826012765513,3.5312607484854563
B23Q,2021,0.9889325756140006,18.65691707071912,16.52577362719685,11,0.885771939948912,2.978429290150011,2.863672576151568
B23Q,2022,0.6916685471259147,9.78550044804908,17.111326453251426,42,1.7486409145955213,2.378202680994433,2.8965375134566838
B24B,2021,0.6217358420733816,19.16470203981318,16.069215541753877,30,0.8384798004357872,3.003933652109701,2.837276580375669
B24B,2022,0.7647859749480176,7.341995114233559,7.314323768719165,73,0.996231086362241,2.1213024100917193,2.1179797826653184
B24D,2021,0.9733040060315784,24.563489116623472,11.812149746874047,11,0.4808824060292034,3.2411651271032653,2.5503939196956265
B24D,2022,0.9374645110434799,13.317148686714907,6.035182314563823,12,0.4531887761067411,2.6614580276504425,1.9509236055914398
B25B,2021,0.8192981331069408,13.0064606223138,19.313539504664277,41,1.48491892341027,2.6395186961917445,3.0112876343947703
B25B,2022,0.8707146579385063,15.494370574420318,14.914415185695026,45,0.9625699291275025,2.8030191453844564,2.767225313951143
B25C,2021,0.6068060843358684,16.692608835805906,5.840770108541875,13,0.3499015741633706,2.8731469724710474,1.9229003142649073
B25C,2022,0.7581709316772627,13.973525671107389,5.822299643752539,11,0.4166664720694736,2.706283686474088,1.920196606185267
B25F,2022,0.38460569235095965,6.9717611977791645,7.823402051692585,11,1.122155769504083,2.0759054467813582,2.1774075157943593
B25J,2021,0.5184089800332427,26.30718192483679,40.663791973706054,202,1.545729682863336,3.307149741762818,3.7296324536230356
B25J,2022,0.4860985126455229,12.303518285115366,23.35840355843907,390,1.898514149948292,2.5880285329605397,3.192876905326306
B26B,2021,0.6867314197995991,5.0795428059036825,12.040535352884062,29,2.3703974575999216,1.804929496753264,2.56806261032481
B26B,2022,0.8914673724298801,1.734156603967672,5.207232072624197,42,3.002746153784661,1.0058230168250544,1.8257150755877651
B26D,2021,0.8941878065858673,33.428961509513194,35.83880177749135,15,1.072088397579816,3.5388981145229916,3.606551685817204
B26D,2022,0.9620606931685342,23.160684998032252,29.784355838485578,18,1.285987691685979,3.184726725232248,3.427006633618853
B28B,2021,0.9723338205420489,26.079418306836743,32.95121417333842,16,1.2634949823516666,3.298773967268192,3.524924616939237
B28B,2022,0.8966568874175791,8.328972662098456,4.983467317526339,18,0.598329172120343,2.2331248975530977,1.7890002189167988
B29B,2021,0.9921937545245169,37.181653959009275,34.70111634403598,11,0.9332859797547481,3.642355137396227,3.5751819584377564
B29C,2021,0.6764903993936187,16.035520834054402,20.918250332364174,430,1.304494599760077,2.8353006249956705,3.0873196382901567
B29C,2022,0.7737116071612715,10.649619644410494,20.859985429007114,538,1.958754033056531,2.455273530930279,3.084657816188569
B29D,2021,0.6843965045753646,37.45357714598535,33.681131072964206,36,0.8992767484313441,3.649451725330017,3.5461957659411727
B29D,2022,0.5491344009432365,20.15358731228156,24.547714704247063,46,1.2180320219858691,3.0518095039834825,3.2405478685885747
B29K,2021,0.6953778133635791,31.09375727391802,49.88907686513173,83,1.6044724484608859,3.468661533774742,3.9296483006274436
B29K,2022,0.7362070909417413,9.989203777237373,19.132493776282764,70,1.915317196739986,2.3969133160399987,3.0023351155496916
B29L,2021,0.8750323848184179,21.11546442426581,44.39431525548245,64,2.1024550710078,3.0962771115187673,3.8153868825703445
B29L,2022,0.8439220657029634,14.355672297363279,20.774902560483053,67,1.4471563664976388,2.731484936546378,3.0807580478942516
B30B,2021,0.9385430401936826,21.957636853150312,11.454328137623143,14,0.5216557780888778,3.1336506416399152,2.522068204073541
B31D,2022,1.1915966282313584,2.7766383158197914,2.173498634119224,11,0.7827806098244047,1.328834279499796,1.154834649362286
B32B,2021,0.4913740785673441,26.215493241860916,34.349487681199115,302,1.3102743238242731,3.3037864156190766,3.5652838994850606
B32B,2022,0.39939057844226844,17.792790476893064,34.30379762630129,342,1.9279605225976526,2.933473311014977,3.5639905396344016
B33Y,2021,0.622878935655452,16.26399625371645,24.29160139602572,211,1.4935813447740374,2.848623191516013,3.2304723799909527
B33Y,2022,0.6274402325778305,10.270013823435155,18.55183341498253,223,1.80640783293291,2.422145554620157,2.9730690628517493
B41F,2021,0.5991901881148392,15.155149829063548,21.832314450686336,12,1.4405871731348878,2.782238873703497,3.1281768330067736
B41F,2022,0.654871957348901,10.28277528132196,19.331708556108516,22,1.880008852398379,2.4232772513863114,3.012181665235831
B41J,2021,0.4127855016384838,2.985785092115721,7.494720298906311,444,2.510133873565417,1.382734304661165,2.1394448292029513
B41J,2022,0.44441854001581443,2.061903297588648,5.2350367108319205,521,2.538934157074284,1.1190367152830474,1.8301844669786471
B41M,2021,0.23498864176668358,6.656914749612036,15.400600505147919,44,2.3134741970438277,2.0356091284151,2.7973179503273533
B41M,2022,0.18890679434555163,4.2920993073437055,9.73640073540905,47,2.2684472185324887,1.6662150116366734,2.373639905856212
B42D,2021,0.5965348310658397,13.751244654673224,12.406702621979473,12,0.9022239756139586,2.691327462593429,2.5957547775708214
B60B,2021,0.8266791296902223,13.494829996580158,12.301950673676629,22,0.9116047165317512,2.673792033886776,2.5879106916668584
B60B,2022,0.7839430570886504,7.004467153216957,10.154339944971312,28,1.4496948479953546,2.0799997799879533,2.4118286549075716
B60C,2021,0.7728758336863164,21.26307109852116,34.95423956604659,38,1.6438942147203583,3.102929301224252,3.582247006728426
B60C,2022,0.8899100375808111,10.584984064067825,48.8999955612957,129,4.619751457849938,2.4497097823173877,3.910020913805479
B60D,2021,0.8221228078625662,6.044374270779875,7.764265598219192,30,1.2845441480607402,1.9522293224961278,2.170682726867259
B60D,2022,0.5021807631980355,11.1729039331417,15.89127849061353,31,1.4223051219008445,2.4992124925982164,2.826797423077152
B60G,2021,0.48892972927988415,16.020444810693338,25.997330404504808,114,1.6227595869967413,2.8344152573920534,3.295737987208753
B60G,2022,0.4987354520580406,8.35050322694602,14.963676412651711,108,1.791949060550724,2.23543016291604,2.770315917164697
B60H,2021,0.40600974043323423,7.402062870789811,12.686869885776211,105,1.7139640809917227,2.128477255555401,2.616436970774665
B60H,2022,0.3833781828534073,5.225510490520374,9.266075039175515,129,1.773238242653067,1.8286554454977184,2.328844773596641
B60J,2021,0.5752913375382281,10.52120804099054,19.86115117504747,74,1.8877253541293537,2.444189514439148,3.037888633814448
B60J,2022,0.5884782621617514,9.630843944034794,23.678476014421765,88,2.45860862786463,2.3637595818679755,3.2059314473097524
B60K,2021,0.12037753448539797,8.645492742422089,16.80116190164179,272,1.9433434741320297,2.2664907329140367,2.8792637305408295
B60K,2022,0.057873675707512416,5.329846514662873,16.560392739255093,337,3.1071049970568585,1.8452759885734689,2.865645953518089
B60L,2021,-0.03983519687024137,8.105549816302753,26.949444107842282,291,3.324813827390051,2.2088840975510995,3.330397310596249
B60L,2022,-0.03266258472376767,6.669770270441297,14.90270382281796,363,2.2343653856959516,2.0372866632280346,2.7664891465185835
B60N,2021,0.633372411148855,7.6638790444801455,13.585904095150836,242,1.7727190129567594,2.1591625488995003,2.6800555894102205
B60N,2022,0.5824676044987197,5.348976466842141,10.079326072088646,237,1.8843466847479227,1.8482936135886163,2.40508085565058
B60P,2021,0.6769485948539161,34.81951848715347,67.02253371586522,32,1.924855271637169,3.578492953972517,4.219839028456975
B60P,2022,0.7142478169910746,23.052450765413468,29.283851154224575,26,1.2703140092228429,3.1802368942878143,3.4106146052317743
B60Q,2021,-0.20570568836793188,12.126115912106284,19.043509331442863,90,1.5704541725871595,2.574603826738297,2.997905377225052
B60Q,2022,-0.016587404599751193,8.152258278645848,24.730643667669746,116,3.03359422903094,2.214000655245121,3.2476826422135443
B60R,2021,0.3515671505009529,8.299396967849903,16.64342939660502,553,2.005378157121309,2.229949555890189,2.8703634419218034
B60R,2022,0.19670923380077343,6.598540248571993,13.354557805284143,659,2.023865476636933,2.027956156287673,2.6640675088689707
B60S,2021,0.4360531976341034,12.349980310246034,15.521688767707952,28,1.2568189080293952,2.591514909957233,2.8046739885163277
B60S,2022,0.5490752239941127,7.0396932263187635,14.514173477342673,60,2.0617622118929333,2.084390926532417,2.741754023992927
B60T,2021,0.4111746269079814,12.915648252458762,20.652877856689816,73,1.5990585569530442,2.6330139804869663,3.075138372020563
B60T,2022,0.48763760491722735,6.180602753538901,15.730541508518803,115,2.5451468304627376,1.9713833284974658,2.8172358819894887
B60W,2021,-0.04052421188768124,10.076210143011231,21.959434534959964,653,2.1793347124852125,2.404799577953872,3.1337289428797908
B60W,2022,-0.09837053826619613,7.111286343229338,26.625649050889148,970,3.744139634630161,2.093256467538591,3.318744654616723
B60Y,2021,0.25980198226471146,12.387836697984095,22.946492686248952,72,1.8523405858250532,2.594346585633823,3.175821869970194
B60Y,2022,0.19827776626382748,5.337730001279489,8.414071542126868,73,1.5763389193739585,1.8465206603738655,2.2422055424961616
B61L,2021,0.4912280553542827,23.303073603610798,8.899360650344684,13,0.3818964314203485,3.1906028280931555,2.2924701742818523
B61L,2022,-0.1880111203381526,16.472458246520763,12.488085846943521,15,0.7581191380212603,2.8606258266979996,2.601806765929601
B62B,2021,0.8455223711515525,20.890975833432332,36.19773000944112,12,1.7326969452290029,3.086074489501065,3.616247738165646
B62D,2021,0.5468105996882292,10.243009736826503,19.688423607536933,406,1.9221326654363617,2.4197465788018024,3.0295742978222364
B62D,2022,0.48445395598671104,7.691688008051066,16.216462165695255,498,2.108309924781285,2.1623671676003027,2.8458660287454007
B62J,2021,0.3489554335872269,3.9290550939906708,8.070223548271978,22,2.053985845251968,1.5951473051796754,2.204996910821326
B62J,2022,0.42679685092609426,3.2434757501696665,7.866913382666885,50,2.425457746140191,1.4453826858288854,2.182326751845239
B62K,2021,0.559733348745593,6.0488042992177045,9.590594651631088,31,1.5855356161665612,1.9528579994921276,2.359966310221079
B62K,2022,0.41630504207566743,2.1450667202791895,4.658067400954933,30,2.1715256485582257,1.1458351046425386,1.7330823853137125
B62M,2021,0.693667873743077,8.570638988929655,8.249680721065152,18,0.9625514190623276,2.258699973238944,2.224589034287016
B62M,2022,0.7775120408502136,5.147791406582811,5.902656305938242,22,1.146638595027401,1.8160928964382368,1.9319063093956614
B63B,2021,0.9951767935191307,15.289436140717001,28.323589058201314,38,1.8524940225083457,2.790516808185354,3.378392279424696
B63B,2022,1.1417329235411813,5.725736918768767,6.958087506830905,25,1.2152300403503582,1.905941498483636,2.074188708027581
B63H,2021,0.9508777098238599,15.470003220192226,10.293788925887203,46,0.6654031534040815,2.8015407397081833,2.4242529220275877
B63H,2022,1.0333663416874757,6.674672875873818,5.878547872218726,39,0.8807244911533035,2.0379256705289315,1.9284075645833951
B64C,2021,0.767576994421696,22.22778992861181,29.066449506404474,404,1.3076625971253166,3.145349403582727,3.4034099157492568
B64C,2022,0.8117163722192351,16.296750145030696,29.788682062934722,408,1.827890947448689,2.8505186309687702,3.427147156958409
B64D,2021,0.675694099789216,17.842159088391032,17.079454713535874,230,0.9572526861196182,2.936096863876631,2.8947761948596544
B64D,2022,0.6369933656458148,13.280940484401041,18.402289952718093,207,1.385616476056968,2.658925814994921,2.965391097903153
B64F,2021,0.5734406730307324,20.98011205072169,16.899956916366445,43,0.8055227195883878,3.0901380468115116,2.88479830593691
B64F,2022,0.840218211024916,20.618777870156407,49.02284540478739,47,2.377582498511854,3.073562282868462,3.9124798091731745
B64G,2021,0.8251345883405434,20.28148813025035,13.909612461269433,28,0.6858280009800117,3.057837592961207,2.702006136572282
B64G,2022,0.9463947066746579,31.64443335796335,38.79071712347372,35,1.225830675641155,3.4856743467903963,3.68363364698248
B65B,2021,0.8957504582039534,38.00279966016675,42.59824919792122,54,1.120923973466388,3.663633429711265,3.7750169935377333
B65B,2022,0.8724764578913802,38.451684638141415,36.06739323589108,47,0.9379925372662273,3.6750767495015864,3.612737694643971
B65C,2022,0.9278201780597688,15.11193138063116,10.50813636107703,15,0.6953536312734468,2.7795600770688726,2.443054294861108
B65D,2021,0.8118512049483998,40.44628283198181,61.35007397135307,173,1.5168284864695192,3.7243981992000514,4.132764858514324
B65D,2022,0.8364797333039491,38.93343646548002,59.8019716032851,185,1.536005475815318,3.687213979617918,4.107622216131966
